,ENCODED_MCT,MCT_BSE_AR,MCT_NM,MCT_BRD_NUM,MCT_SIGUNGU_NM,HPSN_MCT_ZCD_NM,HPSN_MCT_BZN_CD_NM,ARE_D,MCT_ME_D,url
2190,8839A42F11,서울특별시 성동구 고산자로 341,야시****,,서울 성동구,룸살롱/단란주점,마장동,20181011,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B3%A0%EC%82%B0%EC%9E%90%EB%A1%9C%20341/place/20880990?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2191,14AAC1149B,서울특별시 성동구 고산자로 349,덕성**,,서울 성동구,축산물,마장동,20161005,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B3%A0%EC%82%B0%EC%9E%90%EB%A1%9C%20349/place/20853862?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2192,BDB8AA2BA9,서울특별시 성동구 고산자로 354,마장**,,서울 성동구,식료품,마장동,20230626,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B3%A0%EC%82%B0%EC%9E%90%EB%A1%9C%20354/place/13394235?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2193,A4CF81DD03,서울특별시 성동구 고산자로 354,손건********,,서울 성동구,한식-육류/고기,마장동,20230421,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B3%A0%EC%82%B0%EC%9E%90%EB%A1%9C%20354/place/1817685436?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2194,EDB32887DE,서울특별시 성동구 광나루로 130,윤스**,,서울 성동구,분식,뚝섬,20180329,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B4%91%EB%82%98%EB%A3%A8%EB%A1%9C%20130/place/1208619199?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2195,DA5B732423,서울특별시 성동구 광나루로 130,셀렉***********,커피전문점5,서울 성동구,커피전문점,뚝섬,20180420,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B4%91%EB%82%98%EB%A3%A8%EB%A1%9C%20130/place/1272871919?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2196,44544F2DCE,서울특별시 성동구 광나루로 130,밥플********,,서울 성동구,백반/가정식,뚝섬,20230713,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B4%91%EB%82%98%EB%A3%A8%EB%A1%9C%20130/place/1024914127?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2197,EE4985D57B,서울특별시 성동구 광나루로 144,도그**,,서울 성동구,도너츠,뚝섬,20230926,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B4%91%EB%82%98%EB%A3%A8%EB%A1%9C%20144/place/1480510314?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2198,1DBC834628,서울특별시 성동구 광나루로 144,커피**************,,서울 성동구,커피전문점,뚝섬,20240920,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B4%91%EB%82%98%EB%A3%A8%EB%A1%9C%20144/place/1899483298?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2199,978A3E2554,서울특별시 성동구 광나루로 144,조양**,,서울 성동구,백반/가정식,뚝섬,20230228,,-
2200,E4E1737501,서울특별시 성동구 광나루로 152,파티*****,,서울 성동구,베이커리,뚝섬,20220111,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B4%91%EB%82%98%EB%A3%A8%EB%A1%9C%20152/place/1774078943?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2201,B3DAD00A6C,서울특별시 성동구 광나루로 229,서브***********************,,서울 성동구,카페,성수,20240923,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B4%91%EB%82%98%EB%A3%A8%EB%A1%9C%20229/place/1498478922?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2202,F200A12359,서울특별시 성동구 광나루로 233,신가*,,서울 성동구,한식-단품요리일반,성수,20230802,20250821.0,-
2203,203FEED90F,서울특별시 성동구 광나루로 289,당*,,서울 성동구,한식-단품요리일반,,20240416,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B4%91%EB%82%98%EB%A3%A8%EB%A1%9C%20289/place/1848583924?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2204,5866051D91,서울특별시 성동구 광나루로 290,신신*,,서울 성동구,중식당,,20180608,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B4%91%EB%82%98%EB%A3%A8%EB%A1%9C%20290/place/1065173696?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2205,EAA6C3BAD2,서울특별시 성동구 광나루로 290,장맛****,,서울 성동구,한식-국수/만두,,20190517,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B4%91%EB%82%98%EB%A3%A8%EB%A1%9C%20290/place/1371212488?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2206,544E8A51CC,서울특별시 성동구 광나루로 291,김앤*,,서울 성동구,분식,,20170911,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B4%91%EB%82%98%EB%A3%A8%EB%A1%9C%20291/place/1633958784?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2207,A50A5265C1,서울특별시 성동구 광나루로 291,스윗***,,서울 성동구,카페,,20221201,,-
2208,54048E2190,서울특별시 성동구 광나루로 302,오늘***,,서울 성동구,일식당,,20240313,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B4%91%EB%82%98%EB%A3%A8%EB%A1%9C%20302/place/1048425656?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2209,F7E9A69F8D,서울특별시 성동구 광나루로 302,테크******,,서울 성동구,커피전문점,,20240207,,-
2210,AFD6BFB090,서울특별시 성동구 광나루로 302,열*,,서울 성동구,한식-육류/고기,,20220520,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B4%91%EB%82%98%EB%A3%A8%EB%A1%9C%20302/place/1377369014?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2211,3FE023E09E,서울특별시 성동구 광나루로 306,브레***************,,서울 성동구,카페,,20230920,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B4%91%EB%82%98%EB%A3%A8%EB%A1%9C%20306/place/1880447199?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2212,C33E478AD0,서울특별시 성동구 광나루로 310,그린**,,서울 성동구,백반/가정식,,20220930,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B4%91%EB%82%98%EB%A3%A8%EB%A1%9C%20310/place/1170526441?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2213,9E0BA26F39,서울특별시 성동구 광나루로 313,해*,,서울 성동구,한식-해물/생선,,20171211,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B4%91%EB%82%98%EB%A3%A8%EB%A1%9C%20313/place/35983316?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2214,893B7A1CDB,서울특별시 성동구 광나루로 315,왕분*,,서울 성동구,분식,,20240823,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B4%91%EB%82%98%EB%A3%A8%EB%A1%9C%20315/place/1539168624?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2215,ADE05152B3,서울특별시 성동구 광나루로 323,빵*,,서울 성동구,일반 유흥주점,,20241002,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B4%91%EB%82%98%EB%A3%A8%EB%A1%9C%20323/place/1252337891?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2216,B00E0D8C60,서울특별시 성동구 광나루로 325,족발*********,한식-육류/고기23,서울 성동구,한식-육류/고기,,20210209,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B4%91%EB%82%98%EB%A3%A8%EB%A1%9C%20325/place/1000574869?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2217,5B110F468D,서울특별시 성동구 광나루로 337,메가************,커피전문점2,서울 성동구,커피전문점,,20210723,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B4%91%EB%82%98%EB%A3%A8%EB%A1%9C%20337/place/1995118929?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2218,A787679642,서울특별시 성동구 금호로 141-1,오픈********,,서울 성동구,카페,신금호,20201103,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B8%88%ED%98%B8%EB%A1%9C%20141-1/place/36936004?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2219,C5CAC5BC9E,서울특별시 성동구 금호로 141-2,설내*,,서울 성동구,식료품,신금호,20231117,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B8%88%ED%98%B8%EB%A1%9C%20141-2/place/1465154592?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2220,CE23799B3A,서울특별시 성동구 금호로 141-2,설내****,,서울 성동구,한식-국밥/설렁탕,신금호,20221208,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B8%88%ED%98%B8%EB%A1%9C%20141-2/place/1465154592?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2221,8C57DE46AA,서울특별시 성동구 금호로 148-1,라쿵********,,서울 성동구,중식당,신금호,20201118,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B8%88%ED%98%B8%EB%A1%9C%20148-1/place/1907037743?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2222,0507C6C859,서울특별시 성동구 금호로 148-1,가띠**,,서울 성동구,샌드위치/토스트,신금호,20230817,20250819.0,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B8%88%ED%98%B8%EB%A1%9C%20148-1/place/1196778169?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2223,45FEE5DBC4,서울특별시 성동구 금호로13길 3,더커**************************,,서울 성동구,카페,신금호,20220728,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B8%88%ED%98%B8%EB%A1%9C13%EA%B8%B8%203/place/1756398891?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2224,8CF0FD6C6A,서울특별시 성동구 금호로1길 41,청정***,,서울 성동구,한식-해물/생선,금남시장,20170725,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B8%88%ED%98%B8%EB%A1%9C1%EA%B8%B8%2041/place/1727423792?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2225,51D51815C2,서울특별시 성동구 금호로1길 43,스마*,,서울 성동구,백반/가정식,금남시장,20220927,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B8%88%ED%98%B8%EB%A1%9C1%EA%B8%B8%2043/place/1723541496?c=15.00,0,0,0,dh"
2226,2FB0335820,서울특별시 성동구 금호산2길 13,가뱅*******,,서울 성동구,와인바,금남시장,20201013,20250708.0,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B8%88%ED%98%B8%EC%82%B02%EA%B8%B8%2013/place/1316906121?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2227,46AC67DA98,서울특별시 성동구 금호산2길 18,금남*,,서울 성동구,요리주점,금남시장,20200603,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B8%88%ED%98%B8%EC%82%B02%EA%B8%B8%2018/place/1851091705?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2228,2DAF105D58,서울특별시 성동구 금호산2길 20,쾌걸***,,서울 성동구,한식-해물/생선,금남시장,20211130,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B8%88%ED%98%B8%EC%82%B02%EA%B8%B8%2020/place/1229300953?c=15.00,0,0,0,dh"
2229,BEC769D20C,서울특별시 성동구 금호산2길 21,시장**,,서울 성동구,일반 유흥주점,금남시장,20231031,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B8%88%ED%98%B8%EC%82%B02%EA%B8%B8%2021/place/1719571915?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2230,377472828B,서울특별시 성동구 금호산2길 23,금호**,,서울 성동구,포장마차,금남시장,20201021,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B8%88%ED%98%B8%EC%82%B02%EA%B8%B8%2023/place/1662624464?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2231,A0615EE5D9,서울특별시 성동구 금호산2길 24,제이*****,,서울 성동구,한식-단품요리일반,금남시장,20231005,,-
2232,AB86B46958,서울특별시 성동구 금호산2길 26,호남**,,서울 성동구,축산물,금남시장,20230628,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B8%88%ED%98%B8%EC%82%B02%EA%B8%B8%2026/place/31329625?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2233,61A7EE0050,서울특별시 성동구 금호산2길 27,형제***,,서울 성동구,떡/한과 제조,금남시장,20190703,20250716.0,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B8%88%ED%98%B8%EC%82%B02%EA%B8%B8%2027/place/2018730029?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2234,B6CE608009,서울특별시 성동구 금호산8길 13,우리**,,서울 성동구,식료품,금남시장,20240530,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EA%B8%88%ED%98%B8%EC%82%B08%EA%B8%B8%2013/place/2042961060?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2235,C37E3670B1,서울특별시 성동구 난계로 101-1,더(*************,,서울 성동구,식료품,,20210203,,-
2236,674011F2F1,서울특별시 성동구 독서당로 160,스위*,,서울 성동구,카페,옥수,20220609,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%8F%85%EC%84%9C%EB%8B%B9%EB%A1%9C%20160/place/1128555290?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2237,9918AC572D,서울특별시 성동구 독서당로 166,과자****,,서울 성동구,베이커리,옥수,20181015,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%8F%85%EC%84%9C%EB%8B%B9%EB%A1%9C%20166/place/1093792397?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2238,F074FA6DCE,서울특별시 성동구 독서당로 166,해녀*******,,서울 성동구,한식-해물/생선,옥수,20241105,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%8F%85%EC%84%9C%EB%8B%B9%EB%A1%9C%20166/place/30938565?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2239,5DC3FB1D5F,서울특별시 성동구 독서당로 168,코페*******,카페12,서울 성동구,카페,옥수,20221028,,-
2240,6821430102,서울특별시 성동구 독서당로 177,일그********,,서울 성동구,베이커리,,20200212,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%8F%85%EC%84%9C%EB%8B%B9%EB%A1%9C%20177/place/1492105742?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2241,E4A76A9E0C,서울특별시 성동구 독서당로 177,뱅뱅******,,서울 성동구,아이스크림/빙수,,20240105,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%8F%85%EC%84%9C%EB%8B%B9%EB%A1%9C%20177/place/1908118572?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2242,C1C544732B,서울특별시 성동구 독서당로 187,피오******,,서울 성동구,주류,,20210707,,-
2243,B4FE75E894,서울특별시 성동구 독서당로 187,달콤***,,서울 성동구,식료품,,20200519,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%8F%85%EC%84%9C%EB%8B%B9%EB%A1%9C%20187/place/1856302035?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2244,5828134AC4,서울특별시 성동구 독서당로 187,영 ****,,서울 성동구,베이커리,,20210721,,-
2245,61D516DBB4,서울특별시 성동구 독서당로 188,어게*************************,,서울 성동구,와인바,옥수,20201201,,-
2246,4BF4E76EB1,서울특별시 성동구 독서당로 192,열정**,,서울 성동구,축산물,옥수,20180404,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%8F%85%EC%84%9C%EB%8B%B9%EB%A1%9C%20192/place/1938144644?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2247,5C312171F4,서울특별시 성동구 독서당로 194,디핀**,,서울 성동구,양식,옥수,20210702,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%8F%85%EC%84%9C%EB%8B%B9%EB%A1%9C%20194/place/1690484049?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2248,41405E4F25,서울특별시 성동구 독서당로 194,라폰*,,서울 성동구,백반/가정식,옥수,20221206,,-
2249,D3C7D7CE86,서울특별시 성동구 독서당로 194,명가***,한식-국수/만두5,서울 성동구,한식-국수/만두,옥수,20181122,,-
2250,9F524F74CC,서울특별시 성동구 독서당로 194,푸른****,,서울 성동구,한식-해물/생선,옥수,20210928,,-
2251,CF4878F0AB,서울특별시 성동구 독서당로 208,푸라*****,한식-육류/고기29,서울 성동구,한식-육류/고기,옥수,20230830,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%8F%85%EC%84%9C%EB%8B%B9%EB%A1%9C%20208/place/1547317184?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2252,ED35FCD6A1,서울특별시 성동구 독서당로 216,테이********************,,서울 성동구,커피전문점,옥수,20210524,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%8F%85%EC%84%9C%EB%8B%B9%EB%A1%9C%20216/place/1794022925?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2253,0D98347CAA,서울특별시 성동구 독서당로 222,미*,,서울 성동구,일식당,옥수,20190513,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%8F%85%EC%84%9C%EB%8B%B9%EB%A1%9C%20222/place/89707025?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2254,5266257AE8,서울특별시 성동구 독서당로 223,김가*,분식1,서울 성동구,분식,,20171031,,-
2255,0CCC996EB3,서울특별시 성동구 독서당로 223,커피******,,서울 성동구,카페,,20240723,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%8F%85%EC%84%9C%EB%8B%B9%EB%A1%9C%20223/place/1729237963?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2256,8123742D88,서울특별시 성동구 독서당로 223,예당**,,서울 성동구,축산물,,20220922,,-
2257,F1157A79D0,서울특별시 성동구 독서당로 223,투썸***********,커피전문점13,서울 성동구,커피전문점,,20211013,,-
2258,830D91CD85,서울특별시 성동구 독서당로 224,깐부******,치킨8,서울 성동구,치킨,옥수,20191029,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%8F%85%EC%84%9C%EB%8B%B9%EB%A1%9C%20224/place/286480550?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2259,07E426EE6F,서울특별시 성동구 독서당로 227,더올**,,서울 성동구,한식-단품요리일반,옥수,20180412,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%8F%85%EC%84%9C%EB%8B%B9%EB%A1%9C%20227/place/1792060135?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2260,E71A3EA260,서울특별시 성동구 독서당로 230,앁(****,,서울 성동구,한식-단품요리일반,옥수,20201111,,-
2261,BB508E9B60,서울특별시 성동구 독서당로 269,아우***************,,서울 성동구,카페,금남시장,20210323,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%8F%85%EC%84%9C%EB%8B%B9%EB%A1%9C%20269/place/1001630212?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2262,A8288C7C45,서울특별시 성동구 독서당로 270,마케***,,서울 성동구,이자카야,금남시장,20220413,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%8F%85%EC%84%9C%EB%8B%B9%EB%A1%9C%20270/place/1908763086?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2263,9DBBC0BC17,서울특별시 성동구 독서당로 270,윌로**,,서울 성동구,커피전문점,금남시장,20190108,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%8F%85%EC%84%9C%EB%8B%B9%EB%A1%9C%20270/place/1169290573?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2264,64632B784A,서울특별시 성동구 독서당로 270,유류**,,서울 성동구,백반/가정식,,20171123,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%8F%85%EC%84%9C%EB%8B%B9%EB%A1%9C%20270/place/1359803859?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2265,8EE88EAB44,서울특별시 성동구 독서당로 274,동구**,,서울 성동구,백반/가정식,금남시장,20230828,,-
2266,E9C5B231DE,서울특별시 성동구 독서당로 276,고돼*****,,서울 성동구,한식-단품요리일반,금남시장,20231127,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%8F%85%EC%84%9C%EB%8B%B9%EB%A1%9C%20276/place/1591835182?c=15.00,0,0,0,dh&isCorrectAnswer=true"
2267,2D9601ED38,서울특별시 성동구 독서당로 283,은진****,,서울 성동구,포장마차,금남시장,20200106,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%8F%85%EC%84%9C%EB%8B%B9%EB%A1%9C%20283/place/1255603915?c=15.00,0,0,0,dh&isCorrectAnswer=true"
